NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
SF-10-10-04;2434;LLARS DE L'AMISTAT CHESHIRE;1;CAMPANA DE PARED 2,40 MTS     ;11-NOV-04;23-NOV-22;SF/A 300       ;; 10;  3;  6;LT-30; 1-MAY-04;001417              ;
SF-10-10-05;4055;REST. EL PESCADOR;1;CAMPANA CENTRAL 3,20 m;23-MAR-10;30-NOV-22;SF/A 300       ;; 11;  6; 11;LT-30;         ;S-007063;
SF-10-10-08;3981;REST ORIXE;1;CAMPANA DE PARED DE 3,5MTS; 4-MAY-10;         ;SF/A 300       ;; 10;  3;  7;LT-30-RE;         ;S-007068;
SF-10-10-09;3980;HOTEL BODEGAS VALBUSENDA;1;CAMPANA CENTRAL;14-MAY-10;29-ABR-15;SF/A 300       ;Tandem; 21;  3; 15;DOBLE TANKE; 1-JUN-08;S-007055;
SF-10-10-10;3979;HOTEL VALDESIERRA;1;CAMPANA DE PARED 2,50MTS;17-MAY-10;         ;SF/A 300       ;;  8;  3;  5;LT-30;         ;S-007064;
SF-10-10-11;0010122;P.O.: 131923 WARSTENEIR C;1;CAMPANA PARED 2,5 m;15-JUN-11;         ;SF/A 300       ;;  8;  3;  6;LT-30; 1-MAR-10;S-008946;
SF-10-10-12;3977;CEIP VILA PARIETES;1;CAMPANA CENTRAL;13-NOV-09;         ;SF/A 300       ;; 10;  3;  6;; 1-AGO-08;ANSUL;
SF-10-10-16;3969;FUNDACION SINDROME DE DOWN DE MADRID;1;CAMPANA CENTRAL 2 m;21-AGO-09;         ;SF/A 300       ;; 11;  3;  7;LT-30;         ;S-006689;
SF-10-10-18;3373;C.E.I.P.  JOANA D'EMPÈRIES;1;CAMAPANA PARED; 2-ABR-07;25-ABR-22;SF/P 450       ;; 12;  4;  9;;         ;;
SF-10-10-19;3984;RESTAURANT JUBANY;1;CAMPANA DE PARED ANGULO; 4-OCT-10; 1-ABR-11;SF/A 300       ;TANDEM; 13;  5;  8;TANDEM; 1-JUN-08;S-008124;
SF-10-10-20;3985;HOTEL LIBET;1;CAMPANA CENTRAL;17-NOV-08;         ;SF/A 300       ;TANDEM; 15;  3; 11;DOBLE TANK; 1-SEP-07;S-005962;
SF-10-10-21;3986;HOTEL RURAL LEO MONESTERIO;1;CAMPANA CENTRAL; 4-NOV-09;         ;SF/P 600       ;; 17;  5; 11;;         ;;
SF-10-10-22;3987;COLEGIO TORREVILANO - VALLECAS;1;CAMPANA CENTRAL 2,80 m;24-JUN-09;         ;SF/P 450       ;; 12;  3; 10;;         ;;
SF-10-11-04;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 4MTS.B-C HORNOS; 7-JUN-10;         ;SF/A 300       ;;  6;  3;  6;LT-30-RE;         ;S-007198;
SF-10-11-04;;COLEGIO JOAN VENY I CLAR;2;CAMP.CENTRAL 4,9MTS. Bloque A; 7-JUN-10;         ;SF/P 450       ;; 14;  4; 12;;         ;;
SF-10-11-04;;COLEGIO JOAN VENY I CLAR;3;CAMP.CENTRAL 6,7MTS. Bloque B; 7-JUN-10;         ;SF/P 450       ;TANDEM 450; 26;  5; 16;;         ;;
SF-10-11-05;2216004;HOTEL GRAN PALAS PINEDA ;1;CAMPANA CENTRAL 4,5MTS;30-ABR-10;10-ENE-13;ANSUL          ;R/102; 23;  4; 15;tandem; 1-MAY-08;;
SF-10-11-05;2216004;HOTEL GRAN PALAS PINEDA ;2;CAMPANA DE PARED ANGULO;30-ABR-10;10-ENE-13;ANSUL          ;R/102; 24;  6; 19;;         ;;
SF-10-11-05;2216004;HOTEL GRAN PALAS PINEDA ;3;CAMPANAS VARIAS;29-ABR-10;10-ENE-13;SF/P 450       ;; 10;  4; 10;;         ;;
SF-10-11-06;3995;AUTOGRILL AEROPUERTO SANTANDER;1;CAMPANA DE PARED 4MTS;31-MAY-10;         ;SF/A 300       ;; 10;  3;  8;LT-30  ;         ;S-007059;
SF-10-11-06;3995;AUTOGRILL AEROPUERTO SANTANDER;2;CAMPANA PARED 1.4 MT.+ 1.2 MT.;31-MAY-10;         ;SF/A 300       ;; 10;  2;  8;LT-30;         ;S-007070;
SF-10-11-07;0193004;CASA COLONIES LES CODINES;1;CAMPANA PARED 2,80 m;30-NOV-07;         ;SF/A 300       ;; 10;  3;  7;; 1-SEP-06;004948;
SF-10-11-09;3994;APARHOTEL PONENT MAR;1;CAMPANA CENTRAL 3 MTS; 1-DIC-02;         ;SF/P 450       ;+ 260; 19;  5; 15;;         ;;
SF-10-11-10;3998;WOK SABROSO;1;CAMPANA PARED 5.50 MTS;11-JUN-10;20-ABR-16;SF/A 300       ;TANDEM; 12;  3;  8;DOBLE TANK; 1-MAR-08;S-008231;
SF-10-11-10;3998;WOK SABROSO;2;CAMPANA PARED 5.50 MTS.; 3-JUL-10;20-ABR-16;SF/A 300       ;TANDEM; 14;  4; 10;DOBLE TANK; 1-SEP-07;S-008122;
SF-10-11-10;3998;WOK SABROSO;3;CAMPANA PARED 4.50 MTS.; 3-JUL-10;20-ABR-16;SF/A 300       ;; 11;  4;  8;LT30;         ;S-008112;
SF-10-11-12;1505001;REST. ASADOR DE ARANDA - C/ Pau Claris;1;CONDUCTO EXTRACCION HORIZ.EXT;25-ABR-05; 5-JUL-22;SF/P 450       ;; 12;  5; 12;                    ;         ;;
SF-10-11-13;3997;GRIFOLS;1;CAMPANA PARED 7 MTS.;29-JUN-10;         ;ANSUL          ;R-102; 11;  3;  7;LT-30;         ;;
SF-10-12-01;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 2.5 MTS.;16-NOV-10;         ;SF/A 300       ;;  9;  2;  6;LT-30; 1-AGO-08;S-007296;
SF-10-12-02;4003;RESIDENCIA ELS GARROFERS FUNDACIO;1;CAMPANA CENTRAL 3MTS;10-MAR-10;11-JUL-22;SF/A 300       ;; 10;  3;  7;LT30; 1-AGO-08;S-007071;
SF-11-01-10;1784004;B.K. 17685  KIOSCO - SANT LLUIS;1;CAMPANA BROILER;         ; 6-JUN-22;ANSUL          ;R-102;  7;  1;  4;LT-30; 1-SEP-06;;
SF-11-01-10;1784004;B.K. 17685  KIOSCO - SANT LLUIS;2;CAMPANA FREIDORAS (2); 8-SEP-10; 6-JUN-22;ANSUL          ;R-102;  7;  2;  4;LT-30; 1-SEP-06;S-007297;
SF-11-01-11;1784002;BURGER KING  - C/ ARRAVALETA MAHON;1;CAMPANA FREIDORA;11-JUL-06;25-ABR-14;ANSUL          ;R-102;  9;  3;  5;;         ;;
SF-11-01-11;1784002;BURGER KING  - C/ ARRAVALETA MAHON;2;CAMPANA BROILER;11-JUL-06;25-ABR-14;ANSUL          ;R-102;  5;  1;  4;;         ;;
SF-11-01-12;0218;B.K.7098 - MAGIC  * PUERTO DE ALCUDIA ;1;CAMPANA FREIDORAS             ; 1-NOV-04;25-JUL-22;ANSUL          ;R-102 TRIPLE; 29; 10; 16;DOBLE TANK; 1-ENE-12;063277;
SF-11-01-19;4013;CENTRE D'INTERNAMENT D'ESTRANGERS;1;CAMPANA PARED 4,20 m; 2-AGO-06; 9-JUL-17;SF/A 300       ;; 11;  4;  8;lt-30; 1-ENE-06;002955;
SF-11-02-02;2209011;REST. ALBORAN;1;CAMPANA CENTRAL;28-ENE-10;12-MAR-12;SF/P 450       ;; 13;  2; 11;;         ;;
SF-11-02-02;2209011;REST. ALBORAN;2;CAMPANA DE PARED;28-ENE-10;12-MAR-12;SF/P 260       ;;  9;  3;  9;;         ;;
SF-11-02-03;4020;CAFETERIA RESTAURANTE MOPER;1;CAMPANA CENTRAL 2,5 MTS       ;22-MAR-06;         ;SF/A 300       ;; 19;  5; 13;D. Tank Multi R-102;         ;002697              ;
SF-11-02-04;4019;ST GEORGE'S SCHOOL;1;CAMPANA MURAL 3,95 MTS        ;15-NOV-02;30-NOV-17;SF/P 450       ;; 12;  3; 10;                    ;         ;                    ;
SF-11-02-06;4017;CEIP LA SERRETA;1;CAMPANA DE PARED DE 3,5MTS;29-MAR-10;         ;SF/A 300       ;; 10;  3;  7;LT30; 1-AGO-08;S-007025;
SF-11-02-07;3834001;CEIP ARRELS;1;CAMPANA CENTRAL;23-FEB-10;         ;SF/A 300       ;; 11;  3;  7;LT-30; 1-OCT-08;S-007288;
SF-11-02-09;0010119;P.O.: 20131  CANTINA LABORAL TERMINAL 1;1;CAM. BASCULANTES 9.23 MTS.;27-OCT-10;         ;SF/A 300       ;TRIPLE; 25;  7; 15;Tandem; 1-JUN-08;S-008141;
SF-11-02-09;0010119;P.O.: 20131  CANTINA LABORAL TERMINAL 1;2;CAM. HORNOS+FREIDORAS 5.5 MTS.;27-OCT-10;         ;SF/A 300       ;; 10;  4;  6;LT30; 1-NOV-09;S-008125;
SF-11-02-10;4022;CEIP SANT BERNAT CALBO;1;CAMPANA CENTRAL 2 MTS.;18-JUN-10;         ;SF/A 300       ;; 10;  2;  6;LT-30; 1-ENE-06;S-008219;
SF-11-02-11;3669;REST. MESON EL SEQUE;1;CAMPANA PARED 4,50 MTS;24-DIC-08;27-OCT-15;SF/A 300       ;TANDEM; 14;  5; 11;DOBLE TANK; 1-ABR-04;006021;
SF-11-02-11;3669;REST. MESON EL SEQUE;2;CAMPANA PARED 1,50 MTS;24-DIC-08;27-OCT-15;SF/A 300       ;;  5;  2;  4;; 1-FEB-08;006022;
SF-11-02-14;4024;TACO BELL - C.C. XANADU;1;CAMPANA PARET 5 MTS.; 3-NOV-10;17-JUN-16;SF/A 300       ;;  8;  3;  6;LT-30;         ;S-008115;
SF-11-02-15;3155;HOTEL APSIS BCN EVENTS;1;CAMPANA CENTRAL ;27-DIC-04;         ;SF/A 300       ;TANDEM; 24;  4; 17;                    ;         ;                    ;
SF-11-02-15;3155;HOTEL APSIS BCN EVENTS;2;CAMPANA PARED ;27-DIC-04;         ;SF/A 300       ;; 11;  4;  8;                    ; 1-MAY-04;001432;
SF-11-02-16;4033;ESCOLA RUIZ AMADO;1;CAMPANA CENTRAL;29-AGO-08;16-NOV-22;SF/A 300       ;; 11;  3;  7;; 1-ABR-08;005820;
SF-11-02-18;0810033;CEIP ARDENYA;1;CAMPANA CENTRAL 2 m;19-NOV-09;         ;SF/A 300       ;; 10;  3;  6;LT-30; 1-MAR-09;S-246197 ANSUL;
SF-11-02-19;4023;CEIP MARE DE DEU MUNTANYA;1;CAMPANA CENTRAL;11-AGO-10;         ;SF/A 300       ;; 11;  2;  7;LT-30; 1-NOV-09;S-008199;
SF-11-02-20;4004;UNIVERSIDAD BCN-CAMPUS BELLVITGE P.GOVER;1;CAMPANA CENTRAL; 1-DIC-10;         ;SF/A 300       ;TANDEM; 18;  3; 11;DOBLE TANK; 1-MAR-08;S-008300;
SF-11-02-20;4004;UNIVERSIDAD BCN-CAMPUS BELLVITGE P.GOVER;2;CAMPANA PARED; 1-DIC-10;         ;SF/A 300       ;;  8;  3;  5;LT-30; 1-MAR-10;S-008106;
SF-11-03-02;3914001;RTE. CIAO ESTACION LLEGADAS AVE;1;CAMPANA WOK + CAMPANA GRILL;13-DIC-10;         ;SF/A 300       ;; 10;  4;  8;LT-30; 1-MAR-10;S-008298;
SF-11-03-02;3914001;RTE. CIAO ESTACION LLEGADAS AVE;2;CAMPANA PAELLEROS;13-DIC-10;         ;SF/A 300       ;;  6;  2;  4;LT-30; 1-NOV-09;S-008197;
SF-11-03-02;3914001;RTE. CIAO ESTACION LLEGADAS AVE;3;CAMPANA INTERIOR;13-DIC-10;         ;SF/A 300       ;;  7;  2;  5;LT-30; 1-AGO-08;S-008224;
SF-11-03-04;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 1.8MTS-CAFETERIA;26-MAR-10;         ;SF/A 300       ;;  6;  2;  4;LT30;         ;S-007061;
SF-11-03-04;;COLEGIO JOAN VENY I CLAR;2;CAMPANA DOBLE - COCINA PRAL.;29-MAR-10;         ;SF/P 600       ;; 17;  5; 13;;         ;;
SF-11-03-05;2207002;RESTAURANTE EN CUENCA;1;CAMPANA CENTRAL 4,25M;17-SEP-10;         ;SF/P 450       ;; 12;  4; 10;;         ;;
SF-11-03-06;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 4.20 MTS.;21-JUN-10;         ;SF/A 300       ;;  9;  4;  9;LT-30-RE;         ;S-008222;
SF-11-03-06;;COLEGIO JOAN VENY I CLAR;2;CAMPANA PARED 4.07 MTS.;21-JUN-10;         ;SF/A 300       ;;  9;  4;  9;LT-30-RE;         ;S-007056;
SF-11-03-07;2657001;B.K. 17922 - SAN JUAN DE ALICANTE;1;CAMPANA FREIDORAS;15-DIC-10;28-JUL-16;ANSUL          ;R-102; 11;  4;  6;LT-30; 1-MAR-10;S-00;
SF-11-03-07;2657001;B.K. 17922 - SAN JUAN DE ALICANTE;2;CAMPANA BROILER;15-DIC-10;28-JUL-16;ANSUL          ;R-102;  7;  1;  4;LT-30; 1-MAR-10;S-00;
SF-11-03-08;4859027;REST. DEHESA STA. M¶ AEROP. MALAGA L2340;1;CAMPANA PARED; 2-JUL-10;23-AGO-22;SF/A 300       ;;  6;  1;  4;LT-30; 1-MAR-09;S-008229;
SF-11-03-10;4038;RESTAURANTE LA PARADA  -  CIUDAD REAL;1;CAMPANA PARED 3 m;29-OCT-09;15-NOV-14;SF/A 300       ;;  7;  3;  6;25-30-DE;         ;3-006635;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;1;CAMPANA CENTRAL 6,8 m  SALA 1;19-ENE-11;15-JUN-22;ANSUL          ;R-102 MULTIP; 40; 12; 28;DOBLE TANK;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;2;COCINA POLIVALENTE #1;19-ENE-11;15-JUN-22;ANSUL          ;R-102 DOBLE; 12;  4;  8;DOBLE TANK;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;3;COCINA POLIVALENTE #2;19-ENE-11;15-JUN-22;ANSUL          ;R-102 TANDEM; 12;  3;  7;DOBLE TANL;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;4;COCINA PREPARACION;19-ENE-11;15-JUN-22;ANSUL          ;R-102;  6;  2;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;5;COCINA PASTELERIA ;19-ENE-11;15-JUN-22;ANSUL          ;R-102; 11;  2;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;6;COCINA PASTELERIA 2 ;19-ENE-11;15-JUN-22;ANSUL          ;R-102; 11;  2;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;7;COCINA PASTELERIA 3;19-ENE-11;15-JUN-22;ANSUL          ;R-102; 11;  2;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;8;COCINA PASTELERIA 4;19-ENE-11;15-JUN-22;ANSUL          ;R-102; 11;  2;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;9;COCIMA DEMO #1;19-ENE-11;15-JUN-22;ANSUL          ;R-102;  9;  1;  6;LT-30;         ;;
SF-11-03-12;4079;UNIVERSIDAD FRANCISCO VICTORIA;10;CAMPANA CENTRAL 1,5 m;19-ENE-11;15-JUN-22;ANSUL          ;R-102;  9;  1;  6;LT-30;         ;;
SF-11-03-13;2077;PROTUR ROQUETAS HOTEL & SPA;1;CAMPANA CENTRAL 5,4 MTS       ;10-JUN-04;         ;SF/A 300       ;; 19;  4; 13;153800-09/03        ;         ;01397               ;
SF-11-03-13;2077;PROTUR ROQUETAS HOTEL & SPA;2;CAMPANA  4,20Mts.REST.TEMATICO;10-JUN-04;         ;SF/A 300       ;; 10;  4;  9;                    ;         ;                    ;
SF-11-03-13;2077;PROTUR ROQUETAS HOTEL & SPA;3;CAMPANA SHOW COOKING          ;10-JUN-04;         ;SF/A 300       ;; 11;  4;  8;24133-01/04         ;         ;001350              ;
SF-11-03-13;2077;PROTUR ROQUETAS HOTEL & SPA;4;CAMPANA HORNOS 3Mts.          ;10-JUN-04;         ;SF/A 300       ;;  4;  2;  3;153483*04/03        ;         ;001353              ;
SF-11-04-01;3904;ASOC. CAZADORES Y PESCADORES DEL BIDASOA;1;CAMPANA DE PARED de 3,80mts.; 4-FEB-10;30-ABR-22;SF/P 450       ;;  9;  4;  9;;         ;;
SF-11-05-01;3263;C.E.I.P. EL CARRILET;1;CAMPANA CENTRAL;16-MAY-07;16-NOV-22;SF/A 300       ;; 10;  2;  6;; 1-SEP-06;004199;
SF-11-05-05;0010025;P.O.:20081 VALLES HOSTELERIA;1;CAMP. FREIDORAS +CAMP. BROILER; 5-ABR-11;15-JUL-13;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK ; 1-MAY-08;S-003245;
SF-11-05-06;1784001;B.K. 10687 - MAHON (MENORCA);1;CAMP. FREIDORAS Y CAM. BROILER;10-MAY-06;29-JUN-22;ANSUL          ;R-102 TANDEM; 18;  4; 10;DOBLE TANK; 1-JUN-08;;
SF-11-05-07;0638025;HOTEL MELIA BARAJAS;1;CAMPANA CENTRAL 4 m; 1-JUN-09;         ;ANSUL          ;R-102 TRIPLE; 26;  4; 22;;         ;;
SF-11-05-07;0638025;HOTEL MELIA BARAJAS;2;CAMPANA PARED 4 m; 1-JUN-09;         ;ANSUL          ;R-102 ; 10;  4;  7;;         ;;
SF-11-05-08;3571;METROPOLITAN - SAGRADA FAMILIA;1;CAMPANA PARED;28-NOV-08;13-ABR-16;SF/A 300       ;;  7;  3;  5;LT-30R;         ;005823;
SF-11-05-11;1375008;REST. NERUA;1;CAMPANA CENTRAL + CAMP. HORNOS; 8-FEB-11;12-NOV-22;SF/P 600       ;; 15;  5; 15;;         ;;
SF-11-05-11;1375008;REST. NERUA;2;CAMPANAS VARIAS I+D;         ;12-NOV-22;SF/A 300       ;; 11;  3; 10;LT-30; 1-MAR-10;S-008102;
SF-11-05-11;1375008;REST. NERUA;3;CAMP. PLATOS FRIOS TRAPEZOIDAL;         ;12-NOV-22;SF/A 300       ;; 10;  2;  6;LT-30; 1-MAR-10;S-008103;
SF-11-05-11;1375008;REST. NERUA;4;CAMPANA PASTELERIA;         ;12-NOV-22;SF/A 300       ;; 10;  3;  6;LT-30; 1-MAR-10;S-008108;
SF-11-05-12;4047;THE MIRROR RESTAURANT;1;CAMPANA CENTRAL 4,5 m; 1-OCT-10;12-DIC-14;SF/P 600       ;; 17;  4; 17;;         ;;
SF-11-06-02;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 2 MTS.; 1-OCT-10;         ;SF/A 300       ;;  7;  2;  5;LT-30; 1-ENE-10;;
SF-11-06-05;4859011;PANS & COMPANY LA MAQUINISTA Nß 182;1;CAMPANA PARED 2,7 m;28-MAR-11; 1-AGO-22;SF/A 300       ;; 10;  3;  6;LT-30; 1-MAR-10;S-008114;
SF-11-06-06;4068;IBIS MADRID ARGANDA;1;CAMPANA PARED 3,5 m;10-JUL-03;         ;SF/A 300       ;;  9;  3;  7;LT-30; 1-FEB-10;;
SF-11-07-02;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 3,6 m;28-FEB-11; 1-MAR-12;SF/A 300       ;TANDEM; 12;  3;  9;DOBLE TANK; 1-JUN-08;S-008193;
SF-11-07-02;;COLEGIO JOAN VENY I CLAR;2;CAMPANA PARED;28-FEB-11; 1-MAR-12;SF/A 300       ;; 13;  3; 10;DOBLE TANK; 1-JUN-08;S-008110;
SF-11-07-05;3621024;HOTEL NH PALACIO CONDE DE TEPA;1;CAMPANA CENTRAL 3 m;26-NOV-09;         ;SF/A 300       ;; 18;  4; 13;DOBLE TANKE; 1-JUN-08;S-006345;
SF-11-07-05;3621024;HOTEL NH PALACIO CONDE DE TEPA;2;CAMPANA PARED 5,5 m ASADOR;24-NOV-09;         ;SF/P 600       ;; 12;  5; 10;;         ;;
SF-11-07-07;4042;P.O.:     AEROPUERTO LANZAROTE;1;CAMPANA  "MEDAS"; 5-ABR-11;30-MAR-13;SF/A 300 Electr;;  4;  1;  3;LT-30; 1-AGO-04;;
SF-11-07-07;4042;P.O.:     AEROPUERTO LANZAROTE;2;CAMPANA "CARLING"; 5-ABR-11;30-MAR-13;SF/A 300 Electr;;  5;  1;  4;LT-30; 1-ABR-04;;
SF-11-07-08;4043;P.O.: 13231 AEROPUERTO DE LA PALMA;1;CAMPANA "ARS";11-ABR-11;26-MAR-13;SF/A 300 Electr;;  6;  1;  5;LT-30; 1-OCT-04;;
SF-11-07-08;4043;P.O.: 13231 AEROPUERTO DE LA PALMA;2;CAMPANA  "LA PAUSA";11-ABR-11;26-MAR-13;SF/A 300 Electr;+ 150; 14;  2;  9;LT-30; 1-OCT-04;;
SF-11-07-08;4043;P.O.: 13231 AEROPUERTO DE LA PALMA;3;CAMPANA "HENRY J BEANS";11-ABR-11;26-MAR-13;SF/A 300 Electr;;  9;  2;  6;LT-30; 1-AGO-04;;
SF-11-08-01;4749;PANS & COMPANY SANTS;1;CAMPANA PARED;17-MAY-11; 2-AGO-22;SF/A 300       ;; 10;  1;  6;LT-30; 1-MAR-11;S-008139;
SF-11-09-03;4108;REST. KOHI NOOR;1;CAMPANA PARED ;13-NOV-08;         ;SF/A 300       ;; 10;  3;  7;; 1-ABR-08;005852;
SF-11-09-04;3942;BAYER CROPSCIENCE - PATERNA;1;CAMPANA PARED 3 MTS.;31-MAY-10;22-OCT-13;SF/A 300       ;;  8;  3;  5;LT-30;         ;S-007062;
SF-11-09-05;1617;TELEMADRID;1;COLECTOR CENTRAL 3,4 Mts      ;15-MAY-03;18-MAY-15;SF/A 300       ;TANDEM; 18;  4; 12;12133-39 + 12133-35;24-FEB-02;                    ;
SF-11-10-01;4462;REST. AFRIKA;1;CAMPANA PARED;31-JUL-07;23-SEP-22;SF/A 300       ;; 10;  3;  7;LT-30; 1-FEB-07;004707;
SF-11-10-05;4139;CEIP GARCILASO DE LA VEGA;1;CAMPANA PARED 3 m; 5-MAY-11;10-DIC-14;SF/P 450       ;; 10;  3;  8;;         ;;
SF-11-10-06;2656001;REST. TALLER DE TAPAS  - L'ARGENTERIA;1;CAMPANA PARED 3,2 m;17-MAR-11;         ;SF/A 300       ;; 12;  4; 12;LT-30; 1-MAR-10;S-008121;
SF-11-10-07;4044;RESTAURANTE RIBS DIAGONAL MAR;1;ZONA PARRILLA: CAMPANA CENTRAL;19-ABR-11;24-SEP-14;SF/P 450       ;; 14;  4; 13;;         ;;
SF-11-10-07;4044;RESTAURANTE RIBS DIAGONAL MAR;2;ZONA COCINA: CAMPANA PARED 6 m;19-ABR-11;24-SEP-14;SF/A 300       ;; 11;  4;  8;LT-30; 1-MAR-10;S-008804;
SF-11-10-09;4135;RESIDENCIA CASAL NOSTRA SRA. DE FATIMA;1;CAMPANA PARED 4,5 m;23-JUN-11;25-SEP-22;SF/A 300       ;;  9;  3;  6;LT-30; 1-FEB-10;S-008969;
SF-11-10-10;1633001;CERVECERIA COUSO;1;CAMPANA PARED 3,15 m;17-MAY-11;         ;SF/A 300       ;; 11;  3;  6;LT-30; 1-MAR-10;SS-008107;
SF-11-10-14;3309001;REST. 2 FORMENTERA;1;CAMPANA CENTRAL 2,5 m;14-JUN-11;         ;SF/P 450       ;; 11;  2;  9;;         ;;
SF-11-10-15;4054;REST. 108;1;CAM. PLANTA BAJA + CAM. SOTANO;15-JUN-11;         ;SF/P 450       ;+ 260; 18;  6; 13;;         ;;
SF-11-10-16;4021;CENTRO DE D÷A - C/ Lobo de Orgaz -TOLEDO;1;CAMPANA 1,5 m;18-FEB-11;         ;SF/A 300       ;; 11;  2;  8;LT-30; 1-NOV-09;S-008116;
SF-11-11-03;3958001;REST. FOSTER'S HOLLYWOOD - C.C.ATLANTICO;1;CAMPANA PARED 5 m;15-NOV-11;25-NOV-22;SF/A 300       ;TANDEM; 17;  6; 14;DOBLE TANK; 1-MAY-08;S-008972;
SF-11-11-04;0579;REST. CARBALLEIRA;1;CAMPANA PARED 4,75 m + APOYO;22-JUN-11; 3-JUL-22;SF/P 600       ;; 16;  6; 15;;         ;;
SF-11-11-05;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 1,6 m;10-JUL-11;         ;SF/A 300       ;;  5;  2;  4;LT-30; 1-MAR-10;;
SF-11-11-06;4126;BANCA CIVICA;1;CAMPANA PARED 4,20 m ;19-SEP-05;         ;SF/A 300       ;TANDEM; 17;  4; 10;10/2004             ;         ;002304              ;
SF-11-11-06;4126;BANCA CIVICA;2;TECHO ASPIRANTE PLANTA BAJA   ;19-SEP-05;         ;SF/P 450       ;450; 15;  8; 14;                    ;         ;                    ;
SF-11-11-07;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL;16-DIC-08;         ;SF/A 300       ;TANDEM; 14;  2; 11;R-102 428446;         ;006247;
SF-11-11-08;2247;HOTEL COLON;1;CAMPANA CENTRAL 3,20 MTS      ; 8-JUN-04;         ;SF/A 300       ;TANDEM; 16;  3; 12;114610 DE MAY-03    ;         ;001351              ;
SF-11-12-05;3988;HOTEL AMURA;1;CAMPANA CENTRAL 2.5 MTS.;28-NOV-08;         ;SF/A 300       ;TANDEM; 13;  3;  9;DOBLE TANK; 1-DIC-06;005459;
SF-11-12-07;3125018;FRESC CO NARVAEZ ( Local 1733)  Madrid;1;CAMPANA PARED 2,30 m;30-AGO-11;28-SEP-13;SF/A 300       ;;  8;  2;  5;LT-30; 1-MAR-10;S-008988;
SF-11-12-07;3125018;FRESC CO NARVAEZ ( Local 1733)  Madrid;2;CAMPANA PARED 1,5 m;30-AGO-11;28-SEP-13;SF/A 300       ;;  4;  2;  4;LT-30; 1-AGO-10;S-008995;
SF-11-12-08;3125020;FRESC CO MADRID (Local 1728) Madrid;1;CAMPANA PARED 2,3 m; 1-SEP-11;21-SEP-13;SF/A 300       ;;  8;  2;  5;LT-30; 1-FEB-10;S-008990;
SF-11-12-08;3125020;FRESC CO MADRID (Local 1728) Madrid;2;CAMPANA PARED 1,5 m; 1-SEP-11;21-SEP-13;SF/A 300       ;;  4;  2;  4;LT-30; 1-FEB-10;S-008993;
SF-12-01-01;1379;ANTONIO PUIG, S.A.;1;CAMPANA PARED;29-DIC-06;23-JUN-16;ANSUL          ;R-102; 14;  6; 11;; 1-MAR-05;147961;
SF-12-01-03;4026;RESTAURANTE EL MESON;1;CAMPANA PARED 2 m;12-ABR-11;         ;SF/A 300       ;; 11;  3;  9;LT-30; 1-NOV-09;S-008238;
SF-12-01-04;4015;ZONA RECREATIVA BARCINOVA;1;CAMPANA CENTRAL 3,3 m;         ;         ;SF/P 450       ;; 11;  3; 11;;         ;;
SF-12-01-04;4015;ZONA RECREATIVA BARCINOVA;2;CAMPANA CENTRAL 2,5 m;         ;         ;SF/P 450       ;;  9;  3;  9;;         ;;
SF-12-02-01;3658;EDIFICIO GIROEMPREN;1;CAMPANA PARED 4m;13-ENE-09;31-JUL-14;SF/P 450       ;; 12;  4; 12;;         ;;
SF-12-02-06;0395029;HOGAR DEL JUBILADO DEL PICARRAL;1;CAMPANA PARED 4 m;25-MAY-11;         ;SF/A 300       ;;  9;  3;  7;LT-30; 1-MAR-10;S-007026;
SF-12-02-07;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL; 8-SEP-11;         ;SF/A 300       ;TANDEM; 19;  4; 13;DOUBLE TANK; 1-SEP-07;S-006127;
