NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;
SF-08-12-02;3577;CERVECERIA D'OR;1;CAMPANA PARED;2008; 1-DIC-18;L8080; 1-JUL-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-06;1228001;REST. KOY SHUNKA;1;CAMPANA CENTRAL;2008; 1-OCT-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-07;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL;2008; 1-SEP-16;L8010; 1-ENE-08;
;;;;;427588-2008; 1-SEP-16;L8010; 1-ENE-08;
;;;;;;         ;;         ;
SF-08-12-08;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL;2008; 1-SEP-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-11;3602;COCKTELERIA BCC;1;CAMPANA PARED;2008; 1-DIC-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-12;3603;HOTEL NAUTIC PARK;1;CAMPANA CENTRAL 2,20 MTS;02/08; 1-AGO-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-12;3603;HOTEL NAUTIC PARK;2;CAMPANA SHOW COOKING;02/08; 1-AGO-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-16;2209009;REST. CASA NARCISA;1;CAMPANA FREIDORAS;2008; 1-OCT-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-16;2209009;REST. CASA NARCISA;2;CAMPANA PARED;Nß0117547/24-04-08; 1-OCT-18;L8026; 1-MAR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-16;2209009;REST. CASA NARCISA;3;CAMPANA CENTRAL;2008; 1-OCT-18;L8010; 1-ENE-08;
;;;;;2008; 1-OCT-18;L8011; 1-ENE-08;
;;;;;;         ;;         ;
SF-08-12-20;1375005;REST. AEROPUERTO VALENCIA;2;CAMPANA PANS & COMPANY        ;                    ; 1-JUN-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-20;1375005;REST. AEROPUERTO VALENCIA;3;CAMPANA GRILL                 ;                    ; 1-JUN-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-21;3706;HOTEL AC BAQUEIRA;1;CAMPANA CENTRAL SHOW COOKING;2008; 1-NOV-28;LIQUIDO AZUL HE; 1-DIC-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-08-12-21;3706;HOTEL AC BAQUEIRA;2;CAMPANA CENTRAL + PARED;Nß0121873 F.14/5/18; 1-DIC-28;LIQUIDO AZUL HE; 1-DIC-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-03;3581;CANSALADERIA BORDES;1;CAMPANA PARED;2008; 1-NOV-18;L8032; 1-MAR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-05;2559001;SANT CUGAT HOTEL & RESTAURANTE;1;CAMPANA CENTRAL - C.REST.;                    ; 1-ABR-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-05;2559001;SANT CUGAT HOTEL & RESTAURANTE;2;CAMPANA CENTRAL COCINA SALAS  ;                    ; 1-ABR-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-06;3620;REST. LAS PE•AS;1;CAMPANA CENTRAL;2008; 1-ENE-19;L8040; 1-ABR-08;
;;;;;2008; 1-ENE-19;L8040; 1-ABR-08;
;;;;;;         ;;         ;
SF-09-01-07;3621001;HOTEL NH PLAZA MAYOR (LEON);1;CAMPANA PARED 3,20 MTS        ;2005; 1-ABR-25;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-08;3623;HOTEL FIRA CONGRESS;1;CAMPANA CENTRAL 2,5m;nß12135**05/02/03; 1-ABR-10;L3046 * L2077; 1-AGO-02;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-09;3617;REST. OIDO COCINA;1;CAMPANA PARED 3,10 m;; 1-OCT-17;L7029; 1-MAR-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-15;0190;RESIDENCIA SANTA SUSANNA;1;CAMPANA PARED 6,60 m;2005; 1-MAY-26;LIQUIDO AZUL HE; 1-ABR-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-16;;COLEGIO JOAN VENY I CLAR;1;CAMPANA COCINA CENTRAL;2008; 1-OCT-18;L8040; 1-FEB-08;
;;;;;; 1-OCT-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
SF-09-01-16;;COLEGIO JOAN VENY I CLAR;2;CAMPANA HORNOS;2008; 1-OCT-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-16;;COLEGIO JOAN VENY I CLAR;3;CAMPANA PASTELERIA;; 1-OCT-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-16;;COLEGIO JOAN VENY I CLAR;4;CAMPANA REST. TITANIC;2008; 1-OCT-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-18;1856;HOTEL CONDES DE BARCELONA MONUMENT;1;CAMPANA CENTRAL 3,65 MTS      ;S-002484 NOV-04     ; 1-DIC-11;L-5050 jun-05+L;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-18;1856;HOTEL CONDES DE BARCELONA MONUMENT;2;CAMPANA PARED ESPECIAL 4,70MTS;MAY-05              ; 1-DIC-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-18;1856;HOTEL CONDES DE BARCELONA MONUMENT;3;CAMPANA PARED ESPECIAL 3,80mts;feb-04              ; 1-DIC-11;L-5068 de jun-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-19;1856002;H.CONDES DE BARCELONA EDIF.CENTER TERRAZ;1;CAMPANA PARED 3,50 MTS;2007; 1-MAR-18;L7012; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-19;1856002;H.CONDES DE BARCELONA EDIF.CENTER TERRAZ;2;CAMPANA PARED 5,40 + 1 MTS;2007; 1-MAR-18;L7012; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-19;1856002;H.CONDES DE BARCELONA EDIF.CENTER TERRAZ;3;CAMPANA PARED 3,40 MTS;2007; 1-MAR-18;L7012; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-01-19;1856002;H.CONDES DE BARCELONA EDIF.CENTER TERRAZ;4;CAMPANA PARED 3 MTS;2008; 1-OCT-18;L8002; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-02;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL ;; 1-ENE-19;L8080; 1-JUL-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-04;3401001;C.E.I.P. ROSA SENSAT;1;CAMPANA CENTRAL 3,40 MTS;2006; 1-MAY-26;liquido azul he; 1-ABR-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-05;3401;C.E.I.P. LLUIS MILLET;1;CAMPANA CENTRAL 3 MTS;2005; 1-MAY-26;LIQUIDO AZUL HE; 1-ABR-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-09;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL ;; 1-NOV-18;L8080; 1-JUL-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-10;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED;2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-11;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 3 m "A";2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-11;;COLEGIO JOAN VENY I CLAR;2;CAMPANA CENTRAL 3 m "B";2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-11;;COLEGIO JOAN VENY I CLAR;3;CAMP. CENTRAL 3m PARRILLA GAS;2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-11;;COLEGIO JOAN VENY I CLAR;4;CAMP.CENTR.1,2m PARRILLA CARBO;2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-12;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED;; 1-NOV-18;L8080; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-13;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 1,30 m;; 1-DIC-18;L8081; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-14;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 3,60 m;; 1-DIC-18;L8081; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-14;;COLEGIO JOAN VENY I CLAR;2;CAMPANA PARRILLA;; 1-DIC-18;L8081; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-15;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 2 m;; 1-DIC-18;L8081; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-16;3645;HOTEL BARCELO RAVAL;1;CAMPANA PARED;; 1-NOV-17;L7051; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-19;3649;FUNDACION NAZARETH;1;CAMPANA PARED 2,20m;2009; 1-MAR-29;LIQUIDO AZUL HE; 1-FEB-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-21;3651;LLAR RESIDENCIA TRES PINS;1;CAMPANA PARED;2007; 1-JUN-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-22;0400007;HOSPITAL DE TORTOSA VERGE DE LA CINTA;1;CAMPANA CENTRAL PROVISIONAL;; 1-MAR-18;L7112; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-23;3619003;HOSPITAL VIRGEN DEL CAMINO;1;CAMPANA PARED 4,5 m ;                    ; 1-ENE-11;L-5018 Feb-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-02-23;3619003;HOSPITAL VIRGEN DEL CAMINO;2;CAMPANA SARTEN BASCULANTE     ;Dic-04              ; 1-ENE-11;L-5018 de feb-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-001;0261001;LABORATORIOS DR. ESTEVE - BARCELONA;1;CAMPANA CENTRAL;02/07; 1-JUL-17;L7023; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-01;3650;CENTRO DE MAYORES DE VALDEMORO;1;CAMPANA PARED 3,80m;2008; 1-MAR-19;L7135; 1-DIC-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-02;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED;2008; 1-JUL-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-03;3201;REST. EL PETIT TRAVI;1;CAMPANA EN "L";2006; 1-DIC-17;L7029; 1-MAR-07;
;;;;;2006; 1-DIC-17;L7029; 1-MAR-07;
;;;;;;         ;;         ;
SF-09-03-04;3655;RESIDENCIA MILITAR LA PLANA;1;CAMPANA CENTRAL;2008; 1-FEB-19;L8081; 1-FEB-08;
;;;;;; 1-FEB-19;;         ;
;;;;;; 1-FEB-19;;         ;
SF-09-03-04;3655;RESIDENCIA MILITAR LA PLANA;2;CAMPANA PARED HORNO + MARMITAS;2008; 1-FEB-19;L-8081; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-05;1200;REST. AMAYA;1;CAMPANA PARED;; 1-ABR-16;L8047; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-06;3296;REST. EL JARDI DEL MAR;1;CAMPANA PARED                 ;                    ; 1-NOV-15;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-07;2073;B.K.15002 - FUERTEVENTURA CANARIAS;1;CAMPANA FREIDORAS (4)         ;                    ; 1-JUN-14;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-07;2073;B.K.15002 - FUERTEVENTURA CANARIAS;2;CAMPANA BROILER               ;                    ; 1-JUN-14;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-08;0810025;IBERDROLA MANOTERAS;1;CAMPANA PARED 3MTS;2008; 1-SEP-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-10;3657;CEIP VICENTA RUSO ALBA;1;CAMPANA PARED 3,5 MTS;; 1-JUN-18;L7063; 1-JUN-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-11;3538;CONTENEDOR 1 K-050;1;CAMPANA PARED;Nß0117544**24/04/08; 1-AGO-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-14;3705;CAFE ALMA;1;CAMPANA PARED 2 MTS;2007; 1-OCT-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-15;3582;B.K. 16819 - ALCALA HENARES;1;CAMPANA FRANKE;2008;         ;L8040; 1-ABR-08;
;;;;;2008;         ;L8040; 1-ABR-08;
;;;;;;         ;;         ;
SF-09-03-17;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED ;2008; 1-NOV-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-20;3591;ESCOLA BOSCH - PARVULARI;1;CAMPANA PARED;2008; 1-ENE-29;liquido azul he; 1-DIC-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-22;3661;HOTEL VERACRUZ;1;CAMPANA;; 1-MAR-17;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-22;3661;HOTEL VERACRUZ;2;CAMPANA;; 1-MAR-17;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-25;3560;REST. PIZZERIA LA GRITTA  * CADAQUES;1;CAMPANA PARED;2008; 1-DIC-18;L8086; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-28B;4527;HOTEL EXE OVIEDO CENTRO;1;CAMPANA PARED 4,6 m ;0709767 FE.20/10/09; 1-FEB-21;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-28B;4527;HOTEL EXE OVIEDO CENTRO;2;CAMPANA PARED 4,3 m ;ansul               ; 1-AGO-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-29;3663;HOSPITAL DE JOVE - GIJON;1;CAMPANA PARED 6,5 m ;2008; 1-SEP-29;LIQUIDO AZUL HE; 1-SEP-19;
;;;;;2008; 1-SEP-29;LIQUIDO AZUL HE; 1-SEP-19;
;;;;;;         ;;         ;
SF-09-03-30;3665;CEIP VILLARCAYO;1;CAMPANA CENTRAL 2 mts;2008; 1-NOV-18;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-31;2216003;HOTEL PALAS PINEDA - EDIF."A" (CHOZA);1;CAMPANA - ZONA CHOZA;2008; 1-DIC-18;L8086; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-32;3562;LOCAL C/ TUSET, Nß 8-10;1;CAMPANA CENTRAL 3,5m;2008; 1-FEB-19;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-33;1672;REST. LA BOTIGA 1;1;CAMPANA PARED 5 MTS           ;20014; 1-DIC-24;L4126; 1-DIC-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-34;1629;REST. OTTO SYLT;1;CAMPANA ANGULO                ;Nß1108232 F.09/01/17; 1-JUL-28;LIQUIDO AZUL HE; 1-JUL-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-35;1627;REST. MUSSOL I - CASP;1;CAMPANA PARED PARRILLA        ;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-35;1627;REST. MUSSOL I - CASP;2;CAMPANA PARED FOGONES         ;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-35;1627;REST. MUSSOL I - CASP;3;CONDUCTO HORIZONTAL EXTRACCI‡N;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-36;1641;REST. MUSSOL II - DIAGONAL ;1;CAMPANA FOGONES SOTANO**FASE 1;2008; 1-SEP-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-36;1641;REST. MUSSOL II - DIAGONAL ;2;CAMPANA PARRILLA GRANDE ;                    ; 1-MAR-19;L-2026; 1-MAR-12;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-36;1641;REST. MUSSOL II - DIAGONAL ;4;CAMPANA FOGONES               ;2008; 1-MAR-19;L8087; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-36;1641;REST. MUSSOL II - DIAGONAL ;5;CAMPANA CONDUCTO;2008; 1-MAR-19;L8087; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-36;1641;REST. MUSSOL II - DIAGONAL ;5;CAMPANA FREIDORA;2009; 1-MAR-19;L-2026; 1-MAR-12;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-37;1632;REST. MUSSOL III - ARAGO;1;CAMPANA PARED PARRILLAS       ;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-37;1632;REST. MUSSOL III - ARAGO;2;CAMPANA PARED FOGONES         ;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-37;1632;REST. MUSSOL III - ARAGO;3;CAMPANA FREIDORA;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-38;2432;REST. MUSSOL IV - PEDRALBES;1;CAMPANA PARED 4,20 MTS BRASAS ;2005; 1-SEP-25;L-5037 May-05  ; 1-MAY-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-38;2432;REST. MUSSOL IV - PEDRALBES;2;CAMPANA PARED COCINA          ;2005; 1-SEP-25;Lote-L-5027 de mar-2;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-38;2432;REST. MUSSOL IV - PEDRALBES;3;CAMPANA FREIDORA;2016; 1-SEP-26;LIQUIDO AZUL HE; 1-OCT-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-39;1656;REST. TAPA TAPA;1;CAMPANA PARED 5,5 MTS         ;2008; 1-MAR-19;L8087; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-40;1630;REST. TXAPELA;1;CAMPANA COCINA SOTANO;2008; 1-OCT-28;liquido azul he; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-40;1630;REST. TXAPELA;2;CAMPANA ZONA VISTA;2018; 4-OCT-28;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-41;1649;REST. QUASI QUEVIURES;1;CAMPANA PARED COCINA PLTA SUP;2008; 1-JUN-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-41;1649;REST. QUASI QUEVIURES;2;CAMPANA DOBLE COLECTOR ;2010; 1-MAR-20;L-9112; 1-FEB-09;
;;;;;2010; 1-MAR-20;L-9112; 1-FEB-09;
;;;;;;         ;;         ;
SF-09-03-42;1663;REST. DAPS;1;FASE I: CAMPANA PARED 9,35 m;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
SF-09-03-42;1663;REST. DAPS;2;FASE II:CAMP.SARTEN BASCULANTE;2004                ; 1-MAR-25;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-43;1915;REST. ATTIC;1;CAMPANA PARED        ;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;2010; 1-JUN-20;L-0027; 1-MAR-10;
SF-09-03-43;1915;REST. ATTIC;2;CAMPANA PARED INTERIOR  ;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-43;1915;REST. ATTIC;3;CAMPANA PARED 2 m ;2010; 1-JUN-20;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-48;3365001;REST. MANDI;1;CAMPANA CENTRAL;2008; 1-DIC-18;L8002; 1-ENE-08;
;;;;;2008; 1-DIC-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
SF-09-03-48;3365001;REST. MANDI;2;CAMPANA PARED;06-2006; 1-DIC-18;L8410; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-49;2902;HOTEL BLAU PUNTA REINA;1;CAMPANA PARED;; 1-MAY-18;L7012; 1-FEB-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-50;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED;2008; 1-NOV-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-51;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 2,20m;2008; 1-FEB-19;L8086; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-52;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 1,7m;2008; 1-FEB-19;L8086; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-53;3671;CEIP SAN GABRIEL;1;CAMPANA PARED;2008; 1-JUL-18;L7023; 1-JUN-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-57;3362;BURGER KING SALOU;1;CAMPANA FREIDORAS (4) ;2007; 1-ABR-27;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-03-57;3362;BURGER KING SALOU;2;CAMPANA BROILER;2007; 1-ABR-27;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-01;4048;REST. CARDAMON;1;TECHO FILTRANTE ESPECIAL VIANE;INOX; 1-FEB-16;L8087; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-02;3038067;CAFFE DI FIORE - SALIDAS - LOCAL 221;1;CAMPANA PARED;427588-2008; 1-MAR-19;2008;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-03;3038031;PANS & COMPANY FUERTEVENTURA LOCAL Nß192;1;CAMPANA PARED;2008; 1-MAR-19;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-04;3038032;REST. FRESC CO FUERTEVENTURA R-2 L-1759;1;CAMPANA CENTRAL + HORNO;2008; 1-MAR-19;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-05;3684;CEP SAMANIEGO LHI;1;CAMPANA CENTRAL 4 m;2007; 1-OCT-27;LIQUIDO AZUL HE; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-05;3684;CEP SAMANIEGO LHI;2;CAMPANA PARED HORNO;2007; 1-OCT-27;LIQUIDO AZUL HE; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-06;1920;RESTAURANTE ASADITO ;1;CAMPANA PARRILLA PEQUE•A;; 1-ABR-13;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-07;3614;REST. BRONSOM'S;1;CAMPANA PARED 2,90m;2008; 1-NOV-19;L8099; 1-SEP-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-08;3687;LLAR INFANTS L'ESQUIROL;1;CAMPANA CENTRAL;2008; 1-ABR-19;L8086; 1-JUN-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-09;3688;REST. TAGLIATELLA - GIJON;1;CAMPANA PARED 3,40 MTS.;4479899947-04/07; 1-FEB-18;L7029; 1-MAR-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;1;CAMPANA PARED 4,80 MTS;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;2;CAMPANA PARED 2,60 MTS;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;3;CAMPANA PARED 2,60 MTS;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;4;CAMPANA PARED 4,80 MTS;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;2008; 1-JUL-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
SF-09-04-12;3504;CIRCULO ECUESTRE;1;CAMPANA CENTRAL;2008; 1-NOV-28;LIQUIDO AZUL HE; 1-NOV-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-13;3525001;CEIP ARAGAI;1;CAMPANA CENTRAL;; 1-SEP-18;L8010; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-14;2584014;CEIP FRANÄA;1;CAMPANA CENTRAL 2,5m;; 1-ABR-19;L8081; 1-FEB-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-09-04-15;3691;REST. LAS CAROLINAS;1;CAMPANA "L" COCINA CARTA;2006; 1-DIC-18;L8080; 1-JUL-08;
;;;;;2006; 1-DIC-18;L8080; 1-MAY-08;
;;;;;;         ;;         ;
SF-09-04-15;3691;REST. LAS CAROLINAS;2;CAMPANA PARED 5,40 MTS;2008; 1-DIC-18;L8040; 1-ABR-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
