NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;
SF-09-03-43;1915;REST. ATTIC;3;CAMPANA PARED 2 m ;26-NOV-03;23-SEP-16;SF/A 300       ;  4;  2;  3;2010; 1-JUN-20;L-0027; 1-MAR-10;;         ;;         ;;         ;;         ;  ;;ANSUL-062579;PARED  ;CONDUCTO EXTRACCI‡N           ;1100 ;  1;  1;  1;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-48;3365001;REST. MANDI;1;CAMPANA CENTRAL;31-DIC-08;12-JUL-10;SF/A 300       ; 21;  4; 19;2008; 1-DIC-18;L8002; 1-ENE-08;2008; 1-DIC-18;L8010; 1-ENE-08;;         ;;         ;DOBLE TANK;;005805;OTROS  ;CONDUCTO EXTRACCI‡N           ;1100 ;  6;  1;  6;OTROS  ;COLECTOR FILTROS PARED        ;L1N  ;  4;  1;  4;OTROS  ;COLECTOR FILTROS CENTRAL      ;L1W  ;  1;  1;  1;OTROS  ;FREIDORA                      ;L230 ;  2;  2;  4;OTROS  ;COCINA 2 FUEGOS               ;L1F  ;  4;  1;  4;OTROS  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-48;3365001;REST. MANDI;2;CAMPANA PARED;31-DIC-08;12-JUL-10;SF/A 300       ; 10;  3;  8;06-2006; 1-DIC-18;L8410; 1-ENE-08;;         ;;         ;;         ;;         ;;;005853;PARED  ;CONDUCTO EXTRACCI‡N           ;1100 ;  2;  1;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 1 FUEGO                ;L1F  ;  1;  1;  1;PARED  ;PLACA INDUCTORA               ;L1F  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-49;2902;HOTEL BLAU PUNTA REINA;1;CAMPANA PARED;23-MAY-08;         ;SF/A 300       ; 17;  4; 10;; 1-MAY-18;L7012; 1-FEB-07;;         ;;         ;;         ;;         ;;070201;004615;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  2;  2;  4;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;SARTEN BASCULANTE             ;L230 ;  2;  2;  4;PARED  ;COCINA 6 FUEGOS               ;L245 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-50;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED;17-NOV-08;         ;SF/A 300       ;  8;  2;  6;2008; 1-NOV-18;L8010; 1-ENE-08;;         ;;         ;;         ;;         ;LT30R;;5 - 006242;PARED  ;CONDUCTO EXTRACCI‡N           ;1100 ;  2;  1;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-51;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 2,20m;16-FEB-09; 1-NOV-10;SF/A 300       ; 11;  2;  8;2008; 1-FEB-19;L8086; 1-AGO-08;;         ;;         ;;         ;;         ;;080401;006789;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1W  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-52;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 1,7m;17-FEB-09; 1-NOV-10;SF/A 300       ;  9;  2;  7;2008; 1-FEB-19;L8086; 1-AGO-08;;         ;;         ;;         ;;         ;;080401;006695;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1W  ;  4;  1;  4;CENTRAL;FREIDORA                      ;L230 ;  1;  2;  2;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-53;3671;CEIP SAN GABRIEL;1;CAMPANA PARED;25-JUL-08;         ;ANSUL          ; 10;  4;  6;2008; 1-JUL-18;L7023; 1-JUN-07;;         ;;         ;;         ;;         ;LT-30RE;;191841;PARED  ;COLECTOR FILTROS PARED        ;L2W  ;  1;  2;  2;PARED  ;FREIDORA                      ;L1N  ;  2;  1;  2;PARED  ;SARTEN BASCULANTE             ;L230 ;  1;  2;  2;PARED  ;COCINA 4 FUEGOS               ;L260 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-57;3362;BURGER KING SALOU;1;CAMPANA FREIDORAS (4) ;22-MAY-08;25-OCT-22;ANSUL          ; 11;  4;  6;2007; 1-ABR-27;L7123; 1-NOV-07;;         ;;         ;;         ;;         ;;080201;188478;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L245 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-03-57;3362;BURGER KING SALOU;2;CAMPANA BROILER;22-MAY-08;25-OCT-22;ANSUL          ;  7;  2;  4;2007; 1-ABR-27;L7123; 1-NOV-07;;         ;;         ;;         ;;         ;;080201;188477;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-01;4048;REST. CARDAMON;1;TECHO FILTRANTE ESPECIAL VIANE;23-FEB-06; 1-JUN-13;SF/A 300       ; 30;  5; 21;INOX; 1-FEB-16;L8087; 1-AGO-08;;         ;;         ;;         ;;         ;;070901;002412              ;PARED  ;CONDUCTO EXTRACCI‡N           ;1100 ;  6;  1;  6;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  5;  1;  5;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;SARTEN BASCULANTE             ;L230 ;  4;  2;  8;PARED  ;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;PARED  ;WOK                           ;L230 ;  2;  2;  4;PARED  ;PARRILLA CARBON VOLCANICO     ;L230 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-02;3038067;CAFFE DI FIORE - SALIDAS - LOCAL 221;1;CAMPANA PARED;17-MAR-09; 1-DIC-16;SF/A 300       ;  6;  2;  4;427588-2008; 1-MAR-19;2008;         ;;         ;;         ;;         ;;         ;LT-30-R-E   2008;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-03;3038031;PANS & COMPANY FUERTEVENTURA LOCAL Nß192;1;CAMPANA PARED;16-MAR-09;30-JUN-17;SF/A 300 Electr;  5;  1;  3;2008; 1-MAR-19;;         ;;         ;;         ;;         ;;         ;;061101;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-04;3038032;REST. FRESC CO FUERTEVENTURA R-2 L-1759;1;CAMPANA CENTRAL + HORNO;14-MAR-09;30-JUN-17;SF/A 300 Electr; 21;  3; 15;2008; 1-MAR-19;;         ;;         ;;         ;;         ;;         ;;061101;;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  4;  1;  4;CENTRAL;PLENUM                        ;L1N  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  4;  2;  8;CENTRAL;SARTEN BASCULANTE             ;L230 ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;L1F  ;  2;  1;  2;CENTRAL;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-05;3684;CEP SAMANIEGO LHI;1;CAMPANA CENTRAL 4 m;22-NOV-07; 4-NOV-22;SF/A 300       ; 22;  4; 16;2007; 1-OCT-27;LIQUIDO AZUL HE; 1-SEP-17;;         ;;         ;;         ;;         ;DOBLE TANK;061101;004854;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1W  ;  1;  1;  1;CENTRAL;PLENUM                        ;L1N  ;  4;  1;  4;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;SARTEN BASCULANTE             ;L230 ;  4;  2;  8;CENTRAL;COCINA 6 FUEGOS               ;L1F  ;  3;  1;  3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-05;3684;CEP SAMANIEGO LHI;2;CAMPANA PARED HORNO;22-NOV-07; 4-NOV-22;SF/A 300       ;  2;  1;  2;2007; 1-OCT-27;LIQUIDO AZUL HE; 1-SEP-17;;         ;;         ;;         ;;         ;LT-30;070201;004869;PARED  ;CONDUCTO EXTRACCI‡N           ;L1W  ;  1;  1;  1;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-06;1920;RESTAURANTE ASADITO ;1;CAMPANA PARRILLA PEQUE•A;30-ABR-03;11-JUN-14;SF/P 450       ; 13;  3;  9;; 1-ABR-13;L8050; 1-MAY-08;;         ;;         ;;         ;;         ;;;;PARED  ;PLENUM                        ;ADP  ;  6;  1;  6;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  1;  1;  1;PARED  ;OTROS                         ;DM   ;  2;  3;  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-07;3614;REST. BRONSOM'S;1;CAMPANA PARED 2,90m;11-MAR-09;         ;SF/A 300       ;  8;  3;  5;2008; 1-NOV-19;L8099; 1-SEP-08;;         ;;         ;;         ;;         ;;080801;006558;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;PLENUM                        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;COCINA 8 FUEGOS               ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-08;3687;LLAR INFANTS L'ESQUIROL;1;CAMPANA CENTRAL; 3-ABR-09;         ;SF/A 300       ;  8;  2;  5;2008; 1-ABR-19;L8086; 1-JUN-08;;         ;;         ;;         ;;         ;;080401;005968;OTROS  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;OTROS  ;COLECTOR FILTROS CENTRAL      ;L1N  ;  1;  1;  1;OTROS  ;FREIDORA                      ;L230 ;  1;  2;  2;OTROS  ;COCINA 6 FUEGOS               ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-09;3688;REST. TAGLIATELLA - GIJON;1;CAMPANA PARED 3,40 MTS.;26-FEB-08;         ;SF/A 300       ;  9;  3;  7;4479899947-04/07; 1-FEB-18;L7029; 1-MAR-07;;         ;;         ;;         ;;         ;LT 30 R;;005519;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;COCINA 6 FUEGOS               ;L1F  ;  1;  1;  1;PARED  ;COCINA 6 FUEGOS               ;L245 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;1;CAMPANA PARED 4,80 MTS; 1-ABR-09;         ;SF/A 300       ; 12;  4;  9;2008; 1-JUL-18;L7123; 1-NOV-07;2008; 1-JUL-18;L7123; 1-NOV-07;;         ;;         ;MULTI-TANK;080101;005615;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;COCINA 6 FUEGOS               ;L245 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;PARED  ;SALAMANDRA                    ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;2;CAMPANA PARED 2,60 MTS; 1-ABR-09;         ;SF/A 300       ;  7;  3;  6;2008; 1-JUL-18;L7123; 1-NOV-07;;         ;;         ;;         ;;         ;;080201;005615;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;PLENUM                        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;PARED  ;PARRILLA GAS                  ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;3;CAMPANA PARED 2,60 MTS; 1-ABR-09;         ;SF/A 300       ;  7;  3;  6;2008; 1-JUL-18;L7123; 1-NOV-07;;         ;;         ;;         ;;         ;;080201;005544;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;PLENUM                        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;FOGON PAELLERO                ;L1N  ;  1;  1;  1;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-10;0010112;AREA DE SERVICIO DE TORRENT;4;CAMPANA PARED 4,80 MTS; 1-ABR-09;         ;SF/A 300       ; 12;  4;  9;2008; 1-JUL-18;L7123; 1-NOV-07;2008; 1-JUL-18;L7123; 1-NOV-07;;         ;;         ;;080101;005629;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;COCINA 6 FUEGOS               ;L245 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;PARED  ;SALAMANDRA                    ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-12;3504;CIRCULO ECUESTRE;1;CAMPANA CENTRAL;12-SEP-08;17-NOV-22;SF/A 300       ; 26; 10; 19;2008; 1-NOV-28;LIQUIDO AZUL HE; 1-NOV-18;;         ;;         ;;         ;;         ;DOBLE TANK;080201;005877;CENTRAL;CONDUCTO EXTRACCI‡N           ;L1W  ;  1;  1;  1;CENTRAL;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;CENTRAL;PLENUM                        ;L1N  ;  8;  1;  8;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;COCINA 2 FUEGOS               ;L260 ;  2;  2;  4;CENTRAL;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;CENTRAL;PLANCHA HIERRO                ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-13;3525001;CEIP ARAGAI;1;CAMPANA CENTRAL;16-SEP-08;15-OCT-16;SF/A 300       ; 10;  3;  7;; 1-SEP-18;L8010; 1-ENE-08;;         ;;         ;;         ;;         ;;080201;005530;CENTRAL;CONDUCTO EXTRACCI‡N           ;L1W  ;  2;  1;  2;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  1;  2;  2;CENTRAL;COCINA 8 FUEGOS               ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-14;2584014;CEIP FRANÄA;1;CAMPANA CENTRAL 2,5m;14-ABR-09;         ;SF/A 300       ; 11;  3;  7;; 1-ABR-19;L8081; 1-FEB-08;;         ;;         ;;         ;;         ;;080801;;CENTRAL;CONDUCTO EXTRACCI‡N           ;1100 ;  1;  1;  1;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  1;  2;  2;CENTRAL;SARTEN BASCULANTE             ;L230 ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-15;3691;REST. LAS CAROLINAS;1;CAMPANA "L" COCINA CARTA;10-DIC-08;27-AGO-13;SF/A 300       ; 16;  5; 13;2006; 1-DIC-18;L8080; 1-JUL-08;2006; 1-DIC-18;L8080; 1-MAY-08;;         ;;         ;DOBLE TANK;070901;005865;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;PLENUM                        ;L1N  ;  4;  1;  4;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-15;3691;REST. LAS CAROLINAS;2;CAMPANA PARED 5,40 MTS;10-DIC-08;27-AGO-13;SF/A 300       ; 11;  4;  9;2008; 1-DIC-18;L8040; 1-ABR-08;;         ;;         ;;         ;;         ;LT-30-R;;006120;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-16;3698;B.K.11629 PLAYA D'EMBOSSA;1;CAMP.FREIDORAS Y CAMP. BROILER; 6-ABR-05;27-MAY-23;ANSUL          ; 18;  5; 10;2014; 1-ABR-25;;         ;;         ;;         ;;         ;;         ;DIC-04              ;;22010               ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L245 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-17;3698001;B.K.14002 SAN ANTONIO I - IBIZA;1;CAMP.FREIDORAS Y CAMP.BROILER; 7-ABR-05;27-NOV-22;ANSUL          ; 18;  4; 10;2012; 1-ENE-22;L-1074; 1-AGO-11;;         ;;         ;;         ;;         ;DOBLE TANK;160501;54111               ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-18;3698002;B.K.14322 SAN ANTONIO II - IBIZA;1;CAMP.FREIDORAS Y CAMP.BROILER; 8-ABR-05;11-JUN-22;ANSUL          ; 18;  4; 10;2013; 1-MAY-23;L-2102; 1-NOV-12;;         ;;         ;;         ;;         ;DOBLE TANK;;58878               ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-19;3270001;B.K.8530 IBIZA CENTRO;1;CAMP.FREIDORAS Y CAMP.BROILER; 5-ABR-05;27-NOV-22;ANSUL          ; 18;  4; 10;2016; 1-OCT-26;LIQUIDO AZUL HE; 1-SEP-16;2016; 1-OCT-26;LIQUIDO AZUL HE; 1-SEP-16;;         ;;         ;DOBLE TANK;150501;S-48628;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-20;3173001;HOTEL CONFORTEL BARCELONA;1;CAMPANA PARED 3,10 m FREIDORAS; 7-FEB-08;         ;SF/A 300       ; 10;  4;  7;; 1-FEB-18;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-04-20;3173001;HOTEL CONFORTEL BARCELONA;2;CAMPANA PARED 3,10 m PLANCHAS; 7-FEB-08;         ;SF/A 300       ;  9;  4;  7;; 1-FEB-18;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;PARED  ;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-09-05-003;3299001;NAPOLI PIZZERIA-ALBORAYA;1;CAMPANA PARED 4 MTS; 7-MAY-08; 1-JUN-10;SF/A 300       ; 13;  4; 10;; 1-MAY-18;L7053 (ANSULEX);         ;; 1-MAY-18;L7053 (ANSULEX);         ;;         ;;         ;;061101;005220;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;ASADOR DE POLLOS              ;L1N  ;  3;  1;  3;PARED  ;KEBAB                         ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
