NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;
MTO/BKQ-517;0023536;B.K.28965 - MERCATENERIFE;1;CAMP.FREIDORAS Y CAMP. BROILER; 5-JUL-21;30-JUN-22;ANSUL          ; 18;  6; 10;2021; 1-JUN-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-518;0023537;B.K.28942 - LLANO ALEGRE ;1;CAMP.FREIDORAS Y CAMP. BROILER;12-JUL-21;25-NOV-22;ANSUL          ; 18;  6; 10;2021; 1-JUL-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-519;0023535;B.K.29112 - BARAKALDO LOS FUEROS;1;CAMP.FREIDORAS Y CAMP. BROILER;12-JUL-21;22-ABR-22;ANSUL          ; 18;  6; 10;2021; 1-JUL-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-52;0023072;B.K.18466 - SANTA COLOMA;1;CAMP. FREIDORA + CAMP. BROILER;21-FEB-12;19-ABR-18;SF/A 300       ; 18;  5; 10;2012; 1-FEB-22;L-1074; 1-AGO-11;;         ;;         ;;         ;;         ;DOBLE TANK;080808;S-008615;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-520;0023538;B.K.29025 - ALFARA DEL PATRIARCA ;1;CAMP. FREIDORAS Y CAMP.BROILER;29-JUL-21;18-JUL-22;ANSUL          ; 18;  6; 10;2021; 1-JUL-31;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-521;0023539;B.K.29012 - ALGEMES÷;1;CAMP.FREIDORAS Y CAMP. BROILER;18-AGO-21; 4-AGO-22;ANSUL          ; 18;  6; 10;2021; 1-AGO-31;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-523;0023544;B.K.29419 - LAS DUNAS ;1;CAMP.FREIDORAS Y CAMP. BROILER;16-JUN-20;11-MAY-22;ANSUL          ; 18;  6; 10;2021; 1-NOV-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-524;0023540;B.K.29421 - CC MIRADOR GRAN CANARIA ;1;CAMP.FREIDORAS Y CAMP. BROILER;28-MAY-20;26-NOV-22;SF/A 300       ; 18;  6; 10;2021; 1-AGO-31;LIQUIDO AZUL HE; 1-AGO-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-525;0023542;B.K.29201 - ARMILLA CRISTOBAL COLON;1;CAMP. FREIDORAS Y CAMP.BROILER;13-SEP-21; 8-AGO-22;SF/A 300       ; 18;  6; 10;2021; 1-AGO-31;LIQUIDO AZUL HE; 1-AGO-21;;         ;;         ;;         ;;         ;DOBLE TANK;201201;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-527;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP. BROILER;24-SEP-21;         ;SF/A 300       ; 18;  6; 10;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-527;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP.BROILER;24-SEP-21;         ;SF/A 300       ; 18;  6; 10;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-SEP-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-528;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP.BROILER;24-SEP-21;         ;SF/A 300       ; 18;  6; 10;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-529;0023546;B.K.29306 - VIGO PIZARRO;1;CAMP. FREIDORAS Y CAMP.BROILER; 6-OCT-21; 4-NOV-22;ANSUL          ; 18;  6; 10;2021; 1-OCT-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-53;0023058;B.K.18305 - MASSALFASSAR;1;CAMP. FREIDORAS+CAMP. BROILER;23-FEB-12; 2-AGO-22;SF/A 300       ; 18;  5; 10;2012; 1-FEB-32;liquido azul he; 1-FEB-22;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-530;0023547;B.K.29417 - SAN FULGENCIO;1;CAMP.FREIDORAS Y CAMP. BROILER; 8-OCT-21;12-OCT-22;SF/A 300       ; 18;  6; 10;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-OCT-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-531;0023548;B.K.29604 - CA•AVERAL MIGUEL DELIBES;1;CAMP.FREIDORAS Y CAMP. BROILER;15-OCT-21;         ;ANSUL          ; 18;  6; 10;2021; 1-OCT-31;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-532;0023552;B.K.18788 - PLAZA ESPA•A;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;27-OCT-22;ANSUL          ; 18;  6; 10;2012; 1-OCT-22;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-533;0023550;B.K.15593 - CAPUCHINOS;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;28-OCT-22;ANSUL          ; 18;  6; 10;2005; 1-DIC-31;LIQUIDO AZUL HE; 1-DIC-21;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-534;0023553;B.K.18967 - JESUS DE MONASTERIO;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;25-ABR-22;ANSUL          ; 18;  6; 10;2012; 1-ABR-22;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-535;0023551;B.K.16385 - PORTUGALETE;1;CAMP. FREIDORAS Y CAMP.BROILER;         ;25-ABR-22;ANSUL          ; 18;  6; 10;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-536;0023549;B.K.14996 - ALISAL;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;25-ABR-22;ANSUL          ; 18;  6; 10;2014; 1-OCT-24;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-537;0023556;B.K.29409 - ARRECIFE ARGANA ;1;CAMP.FREIDORAS Y CAMP. BROILER;15-NOV-21; 1-MAY-22;SF/A 300       ; 18;  6; 10;2021; 1-NOV-31;LIQUIDO AZUL HE; 1-NOV-21;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L2W  ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-538;0023558;B.K.29194 - AZUQUECA ELECTRONICA;1;CAMP.FREIDORAS Y CAMP.BROILER;11-NOV-21;12-NOV-22;ANSUL          ; 18;  6; 10;2021; 1-NOV-31;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-539;0023557;B.K.29614 OCA•A - MADRID;1;CAMP.FREIDORAS Y CAMP. BROILER;26-NOV-21;         ;SF/A 300       ; 18;  6; 10;2021; 1-DIC-31;LIQUIDO AZUL HE; 1-NOV-21;;         ;;         ;;         ;;         ;DOBLE TANK;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-54;0023057;B.K.18502 - VALENCIA IX * TRES FORQUES;1;CAMP.FREIDORA+CAMP. BROILER;16-ENE-12; 4-JUL-22;SF/A 300       ; 18;  5; 10;2012; 4-FEB-32;LIQUIDO AZUL HE; 1-FEB-22;2012; 1-FEB-32;LIQUIDO AZUL HE; 1-FEB-22;;         ;;         ;DOBLE TANK;080601;S-008550;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-540;0023564;B.K.14986 - VALDEPE•AS;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;14-JUN-22;ANSUL          ; 18;  6; 10;2016; 1-DIC-26;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-541;0023560;B.K.19976 - LERIDA DOS;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;27-JUN-22;ANSUL          ; 18;  6; 10;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;1;CAMPANA FREIDORAS;         ;21-JUN-22;ANSUL          ; 11;  4;  6;2013; 1-DIC-23;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;2;CAMPANA BROILER 1;         ;21-JUN-22;ANSUL          ;  7;  2;  4;2013; 1-DIC-23;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;3;CAMPANA BROILER 2;         ;21-JUN-22;ANSUL          ;  7;  1;  4;2013; 1-DIC-23;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-543;0023562;B.K.19723 - VIC;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;20-JUN-22;ANSUL          ; 18;  6; 10;2013; 1-DIC-23;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-544;0023563;B.K.19031 - SALT;1;CAMPANA FREIDORAS;         ;21-JUN-22;ANSUL          ; 15;  4;  6;2012; 1-DIC-22;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;PARED  ;BROILER                       ;L245 ;  0;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-544;0023563;B.K.19031 - SALT;2;CAMPANA BROILER ;         ;21-JUN-22;ANSUL          ;  7;  2;  4;2012; 1-DIC-22;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTO/BKQ-545;0023568;B.K.19536 - TOLEDO ZOCODOVER;1;CAMPANA FREIDORA;         ;15-SEP-22;ANSUL          ; 15;  4;  6;2013; 1-SEP-23;;         ;;         ;;         ;;         ;;         ;LT-30;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;PARED  ;BROILER                       ;L245 ;  0;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
